,Age,Gender,PC+TV on weekdays,PC+TV on weekends,ScreenTime,Screen_time_exposure,Exercise,Sleeptime,Sleeping_pattern
2688,58.0,Male,4.0,7.0,4.857142857142858,High,3.0,7.142857142857142,Normal
2689,14.0,Male,4.0,7.0,4.857142857142858,High,1.0,5.142857142857142,Low
2690,68.0,Male,1.0,6.0,2.4285714285714284,Low,3.0,9.571428571428571,High
2691,8.0,Male,1.0,3.0,1.5714285714285714,Low,3.0,10.428571428571429,High
2692,23.0,Female,1.0,7.0,2.7142857142857144,High,1.0,7.285714285714286,Normal
2693,22.0,Female,2.0,5.0,2.8571428571428568,High,3.0,9.142857142857142,Normal
2694,22.0,Female,4.0,8.0,5.142857142857142,High,3.0,6.857142857142858,Normal
2695,13.0,Male,3.0,4.0,3.2857142857142856,High,1.0,6.714285714285714,Normal
2696,68.0,Male,2.0,5.0,2.8571428571428568,High,2.0,8.142857142857142,Normal
2697,49.0,Female,2.0,9.0,4.0,High,2.0,7.0,Normal
2698,14.0,Female,1.0,3.0,1.5714285714285714,Low,1.0,8.428571428571429,Normal
2699,54.0,Female,1.0,7.0,2.7142857142857144,High,1.0,7.285714285714286,Normal
2700,57.0,Female,2.0,9.0,4.0,High,1.0,6.0,Normal
2701,32.0,Female,4.0,7.0,4.857142857142858,High,2.0,6.142857142857142,Normal
2702,24.0,Male,2.0,2.0,2.0,Low,3.0,10.0,High
2703,18.0,Male,1.0,6.0,2.4285714285714284,Low,3.0,9.571428571428571,High
2704,9.0,Male,1.0,3.0,1.5714285714285714,Low,2.0,9.428571428571429,Normal
2705,59.0,Female,3.0,9.0,4.7142857142857135,High,3.0,7.2857142857142865,Normal
2706,11.0,Female,3.0,7.0,4.142857142857142,High,3.0,7.857142857142858,Normal
2707,64.0,Male,1.0,7.0,2.7142857142857144,High,2.0,8.285714285714285,Normal
2708,54.0,Female,4.0,8.0,5.142857142857142,High,3.0,6.857142857142858,Normal
2709,38.0,Female,2.0,7.0,3.428571428571429,High,3.0,8.571428571428571,Normal
2710,12.0,Male,3.0,3.0,3.0,High,2.0,8.0,Normal
2711,69.0,Female,3.0,7.0,4.142857142857142,High,3.0,7.857142857142858,Normal
2712,53.0,Male,1.0,4.0,1.8571428571428572,Low,3.0,10.142857142857142,High
2713,48.0,Female,3.0,3.0,3.0,High,3.0,9.0,Normal
2714,9.0,Female,1.0,3.0,1.5714285714285714,Low,1.0,8.428571428571429,Normal
2715,58.0,Male,1.0,2.0,1.2857142857142856,Low,3.0,10.714285714285715,High
2716,9.0,Male,1.0,6.0,2.4285714285714284,Low,3.0,9.571428571428571,High
2717,50.0,Female,3.0,10.0,5.0,High,3.0,7.0,Normal
2718,57.0,Female,3.0,3.0,3.0,High,3.0,9.0,Normal
2719,37.0,Male,2.0,2.0,2.0,Low,3.0,10.0,High
2720,51.0,Male,3.0,4.0,3.2857142857142856,High,2.0,7.714285714285714,Normal
2721,63.0,Female,1.0,9.0,3.2857142857142856,High,3.0,8.714285714285715,Normal
2722,44.0,Male,1.0,10.0,3.571428571428571,High,1.0,6.428571428571429,Normal
2723,24.0,Male,1.0,3.0,1.5714285714285714,Low,2.0,9.428571428571429,Normal
2724,43.0,Male,2.0,9.0,4.0,High,1.0,6.0,Normal
2725,21.0,Female,3.0,10.0,5.0,High,1.0,5.0,Low
2726,59.0,Female,3.0,7.0,4.142857142857142,High,3.0,7.857142857142858,Normal
2727,68.0,Female,4.0,9.0,5.428571428571429,High,3.0,6.571428571428571,Normal
2728,31.0,Female,4.0,4.0,4.0,High,3.0,8.0,Normal
2729,34.0,Female,4.0,9.0,5.428571428571429,High,3.0,6.571428571428571,Normal
2730,25.0,Male,1.0,2.0,1.2857142857142856,Low,2.0,9.714285714285715,High
2731,9.0,Female,2.0,4.0,2.571428571428571,High,3.0,9.428571428571429,Normal
2732,58.0,Female,2.0,8.0,3.7142857142857144,High,2.0,7.285714285714286,Normal
2733,29.0,Male,4.0,2.0,3.428571428571429,High,3.0,8.571428571428571,Normal
2734,30.0,Male,4.0,7.0,4.857142857142858,High,2.0,6.142857142857142,Normal
2735,58.0,Male,1.0,3.0,1.5714285714285714,Low,1.0,8.428571428571429,Normal
2736,16.0,Female,3.0,6.0,3.8571428571428568,High,2.0,7.142857142857143,Normal
2737,39.0,Female,3.0,8.0,4.428571428571429,High,2.0,6.571428571428571,Normal
2738,36.0,Female,2.0,4.0,2.571428571428571,High,1.0,7.428571428571429,Normal
2739,34.0,Female,2.0,7.0,3.428571428571429,High,2.0,7.571428571428571,Normal
2740,35.0,Male,3.0,5.0,3.571428571428571,High,1.0,6.428571428571429,Normal
2741,61.0,Female,2.0,8.0,3.7142857142857144,High,2.0,7.285714285714286,Normal
2742,36.0,Female,4.0,7.0,4.857142857142858,High,2.0,6.142857142857142,Normal
2743,48.0,Female,1.0,6.0,2.4285714285714284,Low,3.0,9.571428571428571,High
2744,47.0,Male,3.0,8.0,4.428571428571429,High,1.0,5.571428571428571,Low
2745,24.0,Male,2.0,4.0,2.571428571428571,High,3.0,9.428571428571429,Normal
2746,33.0,Female,2.0,4.0,2.571428571428571,High,1.0,7.428571428571429,Normal
2747,29.0,Male,3.0,4.0,3.2857142857142856,High,2.0,7.714285714285714,Normal
2748,54.0,Female,2.0,8.0,3.7142857142857144,High,2.0,7.285714285714286,Normal
2749,68.0,Male,3.0,6.0,3.8571428571428568,High,1.0,6.142857142857143,Normal
2750,18.0,Male,3.0,7.0,4.142857142857142,High,2.0,6.857142857142858,Normal
2751,61.0,Female,3.0,4.0,3.2857142857142856,High,2.0,7.714285714285714,Normal
2752,67.0,Male,2.0,8.0,3.7142857142857144,High,2.0,7.285714285714286,Normal
2753,42.0,Male,2.0,5.0,2.8571428571428568,High,1.0,7.142857142857143,Normal
2754,17.0,Male,2.0,2.0,2.0,Low,1.0,8.0,Normal
2755,29.0,Female,2.0,5.0,2.8571428571428568,High,1.0,7.142857142857143,Normal
2756,62.0,Female,3.0,5.0,3.571428571428571,High,2.0,7.428571428571429,Normal
2757,8.0,Male,4.0,10.0,5.7142857142857135,High,2.0,5.2857142857142865,Low
2758,34.0,Female,1.0,4.0,1.8571428571428572,Low,2.0,9.142857142857142,Normal
2759,6.0,Male,1.0,10.0,3.571428571428571,High,1.0,6.428571428571429,Normal
2760,23.0,Male,2.0,10.0,4.285714285714286,High,1.0,5.714285714285714,Low
2761,27.0,Female,1.0,8.0,3.0,High,2.0,8.0,Normal
2762,66.0,Male,3.0,6.0,3.8571428571428568,High,1.0,6.142857142857143,Normal
2763,33.0,Female,4.0,9.0,5.428571428571429,High,1.0,4.571428571428571,Low
2764,7.0,Male,2.0,10.0,4.285714285714286,High,3.0,7.714285714285714,Normal
2765,53.0,Female,3.0,5.0,3.571428571428571,High,1.0,6.428571428571429,Normal
2766,59.0,Female,1.0,9.0,3.2857142857142856,High,3.0,8.714285714285715,Normal
2767,42.0,Male,4.0,6.0,4.571428571428571,High,1.0,5.428571428571429,Low
2768,13.0,Male,1.0,4.0,1.8571428571428572,Low,1.0,8.142857142857142,Normal
2769,65.0,Male,4.0,8.0,5.142857142857142,High,1.0,4.857142857142858,Low
2770,41.0,Male,4.0,3.0,3.7142857142857144,High,3.0,8.285714285714285,Normal
2771,31.0,Female,2.0,6.0,3.142857142857143,High,1.0,6.857142857142858,Normal
2772,56.0,Female,4.0,6.0,4.571428571428571,High,1.0,5.428571428571429,Low
2773,66.0,Female,1.0,2.0,1.2857142857142856,Low,2.0,9.714285714285715,High
2774,67.0,Male,2.0,3.0,2.2857142857142856,Low,1.0,7.714285714285714,Normal
2775,27.0,Female,2.0,5.0,2.8571428571428568,High,3.0,9.142857142857142,Normal
2776,46.0,Male,4.0,3.0,3.7142857142857144,High,3.0,8.285714285714285,Normal
2777,36.0,Male,4.0,2.0,3.428571428571429,High,1.0,6.571428571428571,Normal
2778,58.0,Female,2.0,7.0,3.428571428571429,High,3.0,8.571428571428571,Normal
2779,8.0,Male,4.0,5.0,4.285714285714286,High,2.0,6.714285714285714,Normal
2780,58.0,Male,4.0,8.0,5.142857142857142,High,3.0,6.857142857142858,Normal
2781,56.0,Male,1.0,8.0,3.0,High,2.0,8.0,Normal
2782,8.0,Male,2.0,5.0,2.8571428571428568,High,1.0,7.142857142857143,Normal
2783,27.0,Male,4.0,10.0,5.7142857142857135,High,2.0,5.2857142857142865,Low
2784,22.0,Male,1.0,2.0,1.2857142857142856,Low,3.0,10.714285714285715,High
2785,28.0,Male,2.0,2.0,2.0,Low,1.0,8.0,Normal
2786,61.0,Male,3.0,6.0,3.8571428571428568,High,1.0,6.142857142857143,Normal
2787,21.0,Female,1.0,2.0,1.2857142857142856,Low,2.0,9.714285714285715,High
2788,32.0,Male,2.0,3.0,2.2857142857142856,Low,1.0,7.714285714285714,Normal
2789,48.0,Male,1.0,10.0,3.571428571428571,High,2.0,7.428571428571429,Normal
2790,24.0,Female,2.0,7.0,3.428571428571429,High,2.0,7.571428571428571,Normal
2791,19.0,Female,3.0,3.0,3.0,High,1.0,7.0,Normal
2792,20.0,Female,1.0,6.0,2.4285714285714284,Low,1.0,7.571428571428571,Normal
2793,66.0,Female,3.0,2.0,2.7142857142857144,High,2.0,8.285714285714285,Normal
2794,60.0,Female,3.0,9.0,4.7142857142857135,High,3.0,7.2857142857142865,Normal
2795,19.0,Female,3.0,9.0,4.7142857142857135,High,2.0,6.2857142857142865,Normal
2796,49.0,Male,3.0,7.0,4.142857142857142,High,3.0,7.857142857142858,Normal
2797,15.0,Male,1.0,2.0,1.2857142857142856,Low,2.0,9.714285714285715,High
2798,17.0,Male,3.0,5.0,3.571428571428571,High,3.0,8.428571428571429,Normal
2799,34.0,Female,4.0,9.0,5.428571428571429,High,1.0,4.571428571428571,Low
2800,31.0,Male,1.0,6.0,2.4285714285714284,Low,1.0,7.571428571428571,Normal
2801,16.0,Male,2.0,6.0,3.142857142857143,High,2.0,7.857142857142858,Normal
2802,68.0,Male,2.0,2.0,2.0,Low,1.0,8.0,Normal
2803,61.0,Male,1.0,8.0,3.0,High,3.0,9.0,Normal
2804,18.0,Female,3.0,5.0,3.571428571428571,High,3.0,8.428571428571429,Normal
2805,51.0,Male,4.0,7.0,4.857142857142858,High,2.0,6.142857142857142,Normal
2806,60.0,Male,4.0,8.0,5.142857142857142,High,3.0,6.857142857142858,Normal
2807,14.0,Female,4.0,4.0,4.0,High,2.0,7.0,Normal
2808,57.0,Male,4.0,7.0,4.857142857142858,High,3.0,7.142857142857142,Normal
2809,30.0,Female,4.0,7.0,4.857142857142858,High,3.0,7.142857142857142,Normal
2810,15.0,Female,4.0,6.0,4.571428571428571,High,1.0,5.428571428571429,Low
2811,60.0,Male,2.0,5.0,2.8571428571428568,High,2.0,8.142857142857142,Normal
2812,35.0,Female,4.0,4.0,4.0,High,1.0,6.0,Normal
2813,9.0,Male,3.0,9.0,4.7142857142857135,High,3.0,7.2857142857142865,Normal
2814,54.0,Female,1.0,10.0,3.571428571428571,High,1.0,6.428571428571429,Normal
2815,19.0,Male,3.0,8.0,4.428571428571429,High,3.0,7.571428571428571,Normal
2816,14.0,Female,3.0,7.0,4.142857142857142,High,3.0,7.857142857142858,Normal
2817,29.0,Female,1.0,6.0,2.4285714285714284,Low,3.0,9.571428571428571,High
2818,31.0,Female,3.0,3.0,3.0,High,2.0,8.0,Normal
2819,57.0,Male,3.0,6.0,3.8571428571428568,High,2.0,7.142857142857143,Normal
2820,70.0,Male,1.0,9.0,3.2857142857142856,High,3.0,8.714285714285715,Normal
2821,53.0,Female,2.0,6.0,3.142857142857143,High,2.0,7.857142857142858,Normal
2822,46.0,Male,3.0,6.0,3.8571428571428568,High,2.0,7.142857142857143,Normal
2823,65.0,Female,2.0,3.0,2.2857142857142856,Low,3.0,9.714285714285715,High
2824,45.0,Female,3.0,3.0,3.0,High,2.0,8.0,Normal
2825,53.0,Male,2.0,4.0,2.571428571428571,High,1.0,7.428571428571429,Normal
2826,37.0,Female,3.0,9.0,4.7142857142857135,High,1.0,5.2857142857142865,Low
2827,45.0,Female,1.0,5.0,2.142857142857143,Low,1.0,7.857142857142858,Normal
2828,41.0,Male,4.0,3.0,3.7142857142857144,High,2.0,7.285714285714286,Normal
2829,46.0,Male,3.0,6.0,3.8571428571428568,High,3.0,8.142857142857142,Normal
2830,44.0,Female,1.0,6.0,2.4285714285714284,Low,2.0,8.571428571428571,Normal
2831,56.0,Male,2.0,3.0,2.2857142857142856,Low,2.0,8.714285714285715,Normal
2832,48.0,Female,4.0,8.0,5.142857142857142,High,1.0,4.857142857142858,Low
2833,52.0,Female,4.0,2.0,3.428571428571429,High,3.0,8.571428571428571,Normal
2834,9.0,Male,4.0,5.0,4.285714285714286,High,3.0,7.714285714285714,Normal
2835,68.0,Female,2.0,2.0,2.0,Low,1.0,8.0,Normal
2836,38.0,Male,3.0,10.0,5.0,High,1.0,5.0,Low
2837,24.0,Female,3.0,8.0,4.428571428571429,High,1.0,5.571428571428571,Low
2838,33.0,Male,1.0,3.0,1.5714285714285714,Low,2.0,9.428571428571429,Normal
2839,30.0,Male,4.0,8.0,5.142857142857142,High,1.0,4.857142857142858,Low
2840,35.0,Male,2.0,5.0,2.8571428571428568,High,1.0,7.142857142857143,Normal
2841,68.0,Female,3.0,8.0,4.428571428571429,High,3.0,7.571428571428571,Normal
2842,64.0,Male,2.0,7.0,3.428571428571429,High,1.0,6.571428571428571,Normal
2843,8.0,Male,4.0,10.0,5.7142857142857135,High,1.0,4.2857142857142865,Low
2844,53.0,Female,1.0,3.0,1.5714285714285714,Low,1.0,8.428571428571429,Normal
2845,46.0,Female,3.0,3.0,3.0,High,1.0,7.0,Normal
2846,38.0,Female,2.0,4.0,2.571428571428571,High,1.0,7.428571428571429,Normal
2847,16.0,Female,4.0,7.0,4.857142857142858,High,1.0,5.142857142857142,Low
2848,42.0,Female,1.0,7.0,2.7142857142857144,High,1.0,7.285714285714286,Normal
2849,15.0,Male,4.0,5.0,4.285714285714286,High,3.0,7.714285714285714,Normal
2850,19.0,Male,3.0,10.0,5.0,High,1.0,5.0,Low
2851,10.0,Female,3.0,2.0,2.7142857142857144,High,3.0,9.285714285714285,Normal
2852,15.0,Female,4.0,8.0,5.142857142857142,High,3.0,6.857142857142858,Normal
2853,52.0,Female,4.0,4.0,4.0,High,3.0,8.0,Normal
2854,14.0,Male,2.0,2.0,2.0,Low,2.0,9.0,Normal
2855,25.0,Female,2.0,3.0,2.2857142857142856,Low,1.0,7.714285714285714,Normal
2856,38.0,Female,1.0,7.0,2.7142857142857144,High,3.0,9.285714285714285,Normal
2857,49.0,Female,1.0,10.0,3.571428571428571,High,1.0,6.428571428571429,Normal
2858,61.0,Male,1.0,8.0,3.0,High,1.0,7.0,Normal
2859,12.0,Female,3.0,6.0,3.8571428571428568,High,3.0,8.142857142857142,Normal
2860,28.0,Male,2.0,6.0,3.142857142857143,High,1.0,6.857142857142858,Normal
2861,34.0,Male,4.0,7.0,4.857142857142858,High,2.0,6.142857142857142,Normal
2862,18.0,Female,1.0,2.0,1.2857142857142856,Low,2.0,9.714285714285715,High
2863,21.0,Female,1.0,7.0,2.7142857142857144,High,3.0,9.285714285714285,Normal
2864,9.0,Male,4.0,6.0,4.571428571428571,High,2.0,6.428571428571429,Normal
2865,23.0,Male,1.0,8.0,3.0,High,2.0,8.0,Normal
2866,33.0,Male,2.0,3.0,2.2857142857142856,Low,3.0,9.714285714285715,High
2867,52.0,Male,4.0,6.0,4.571428571428571,High,1.0,5.428571428571429,Low
2868,55.0,Male,3.0,4.0,3.2857142857142856,High,1.0,6.714285714285714,Normal
2869,63.0,Female,1.0,2.0,1.2857142857142856,Low,1.0,8.714285714285715,Normal
2870,63.0,Male,3.0,9.0,4.7142857142857135,High,3.0,7.2857142857142865,Normal
2871,43.0,Female,2.0,6.0,3.142857142857143,High,2.0,7.857142857142858,Normal
2872,41.0,Male,1.0,10.0,3.571428571428571,High,3.0,8.428571428571429,Normal
2873,40.0,Male,2.0,7.0,3.428571428571429,High,2.0,7.571428571428571,Normal
2874,13.0,Male,2.0,2.0,2.0,Low,3.0,10.0,High
2875,22.0,Female,4.0,8.0,5.142857142857142,High,1.0,4.857142857142858,Low
2876,52.0,Male,1.0,4.0,1.8571428571428572,Low,3.0,10.142857142857142,High
2877,43.0,Male,4.0,6.0,4.571428571428571,High,2.0,6.428571428571429,Normal
2878,19.0,Female,1.0,8.0,3.0,High,1.0,7.0,Normal
2879,7.0,Male,2.0,7.0,3.428571428571429,High,1.0,6.571428571428571,Normal
2880,38.0,Female,3.0,6.0,3.8571428571428568,High,2.0,7.142857142857143,Normal
2881,36.0,Female,3.0,5.0,3.571428571428571,High,3.0,8.428571428571429,Normal
2882,40.0,Female,4.0,4.0,4.0,High,2.0,7.0,Normal
2883,23.0,Male,1.0,10.0,3.571428571428571,High,1.0,6.428571428571429,Normal
2884,29.0,Female,2.0,8.0,3.7142857142857144,High,3.0,8.285714285714285,Normal
2885,67.0,Female,2.0,7.0,3.428571428571429,High,1.0,6.571428571428571,Normal
2886,17.0,Female,4.0,5.0,4.285714285714286,High,1.0,5.714285714285714,Low
2887,42.0,Female,1.0,6.0,2.4285714285714284,Low,3.0,9.571428571428571,High
2888,24.0,Male,1.0,3.0,1.5714285714285714,Low,2.0,9.428571428571429,Normal
2889,68.0,Female,4.0,8.0,5.142857142857142,High,2.0,5.857142857142858,Low
2890,47.0,Male,2.0,5.0,2.8571428571428568,High,1.0,7.142857142857143,Normal
2891,39.0,Male,1.0,10.0,3.571428571428571,High,1.0,6.428571428571429,Normal
2892,67.0,Female,1.0,9.0,3.2857142857142856,High,1.0,6.714285714285714,Normal
2893,56.0,Male,4.0,4.0,4.0,High,2.0,7.0,Normal
2894,68.0,Male,1.0,3.0,1.5714285714285714,Low,3.0,10.428571428571429,High
2895,47.0,Male,1.0,9.0,3.2857142857142856,High,2.0,7.714285714285714,Normal
2896,32.0,Male,4.0,9.0,5.428571428571429,High,1.0,4.571428571428571,Low
2897,52.0,Female,2.0,4.0,2.571428571428571,High,3.0,9.428571428571429,Normal
2898,68.0,Male,4.0,9.0,5.428571428571429,High,1.0,4.571428571428571,Low
2899,53.0,Female,2.0,7.0,3.428571428571429,High,1.0,6.571428571428571,Normal
2900,52.0,Male,3.0,8.0,4.428571428571429,High,2.0,6.571428571428571,Normal
2901,52.0,Male,3.0,5.0,3.571428571428571,High,1.0,6.428571428571429,Normal
2902,14.0,Female,2.0,5.0,2.8571428571428568,High,3.0,9.142857142857142,Normal
2903,61.0,Female,3.0,9.0,4.7142857142857135,High,3.0,7.2857142857142865,Normal
2904,31.0,Male,3.0,5.0,3.571428571428571,High,3.0,8.428571428571429,Normal
2905,30.0,Male,2.0,3.0,2.2857142857142856,Low,2.0,8.714285714285715,Normal
2906,17.0,Male,3.0,4.0,3.2857142857142856,High,2.0,7.714285714285714,Normal
2907,44.0,Female,1.0,7.0,2.7142857142857144,High,3.0,9.285714285714285,Normal
2908,55.0,Male,2.0,10.0,4.285714285714286,High,2.0,6.714285714285714,Normal
2909,60.0,Male,3.0,3.0,3.0,High,2.0,8.0,Normal
2910,39.0,Female,2.0,6.0,3.142857142857143,High,3.0,8.857142857142858,Normal
2911,67.0,Male,4.0,4.0,4.0,High,3.0,8.0,Normal
2912,50.0,Male,3.0,10.0,5.0,High,2.0,6.0,Normal
2913,46.0,Female,4.0,9.0,5.428571428571429,High,2.0,5.571428571428571,Low
2914,7.0,Male,4.0,10.0,5.7142857142857135,High,3.0,6.2857142857142865,Normal
2915,51.0,Female,3.0,3.0,3.0,High,1.0,7.0,Normal
2916,57.0,Male,2.0,10.0,4.285714285714286,High,2.0,6.714285714285714,Normal
2917,11.0,Male,3.0,4.0,3.2857142857142856,High,3.0,8.714285714285715,Normal
2918,12.0,Female,4.0,8.0,5.142857142857142,High,1.0,4.857142857142858,Low
2919,53.0,Female,1.0,4.0,1.8571428571428572,Low,2.0,9.142857142857142,Normal
2920,51.0,Male,1.0,5.0,2.142857142857143,Low,2.0,8.857142857142858,Normal
2921,46.0,Male,1.0,10.0,3.571428571428571,High,2.0,7.428571428571429,Normal
2922,64.0,Female,1.0,5.0,2.142857142857143,Low,3.0,9.857142857142858,High
2923,35.0,Female,1.0,5.0,2.142857142857143,Low,2.0,8.857142857142858,Normal
2924,19.0,Male,2.0,4.0,2.571428571428571,High,1.0,7.428571428571429,Normal
2925,53.0,Male,2.0,9.0,4.0,High,3.0,8.0,Normal
2926,21.0,Male,1.0,8.0,3.0,High,2.0,8.0,Normal
2927,16.0,Female,2.0,10.0,4.285714285714286,High,3.0,7.714285714285714,Normal
2928,46.0,Male,2.0,3.0,2.2857142857142856,Low,3.0,9.714285714285715,High
2929,9.0,Male,4.0,5.0,4.285714285714286,High,1.0,5.714285714285714,Low
2930,17.0,Female,1.0,3.0,1.5714285714285714,Low,1.0,8.428571428571429,Normal
2931,17.0,Female,1.0,5.0,2.142857142857143,Low,3.0,9.857142857142858,High
2932,29.0,Male,3.0,4.0,3.2857142857142856,High,1.0,6.714285714285714,Normal
2933,25.0,Male,1.0,8.0,3.0,High,2.0,8.0,Normal
2934,20.0,Male,3.0,10.0,5.0,High,1.0,5.0,Low
2935,57.0,Male,4.0,4.0,4.0,High,1.0,6.0,Normal
2936,60.0,Female,1.0,6.0,2.4285714285714284,Low,2.0,8.571428571428571,Normal
2937,69.0,Male,4.0,2.0,3.428571428571429,High,3.0,8.571428571428571,Normal
2938,56.0,Female,2.0,3.0,2.2857142857142856,Low,2.0,8.714285714285715,Normal
2939,40.0,Female,2.0,6.0,3.142857142857143,High,3.0,8.857142857142858,Normal
2940,62.0,Male,3.0,6.0,3.8571428571428568,High,3.0,8.142857142857142,Normal
2941,65.0,Male,1.0,9.0,3.2857142857142856,High,2.0,7.714285714285714,Normal
2942,7.0,Female,1.0,2.0,1.2857142857142856,Low,1.0,8.714285714285715,Normal
2943,9.0,Male,3.0,9.0,4.7142857142857135,High,3.0,7.2857142857142865,Normal
2944,43.0,Male,3.0,2.0,2.7142857142857144,High,1.0,7.285714285714286,Normal
2945,7.0,Male,2.0,6.0,3.142857142857143,High,2.0,7.857142857142858,Normal
2946,25.0,Male,2.0,4.0,2.571428571428571,High,3.0,9.428571428571429,Normal
2947,27.0,Female,3.0,4.0,3.2857142857142856,High,3.0,8.714285714285715,Normal
2948,63.0,Male,1.0,3.0,1.5714285714285714,Low,2.0,9.428571428571429,Normal
2949,29.0,Female,2.0,9.0,4.0,High,1.0,6.0,Normal
2950,10.0,Male,2.0,7.0,3.428571428571429,High,2.0,7.571428571428571,Normal
2951,45.0,Male,1.0,2.0,1.2857142857142856,Low,1.0,8.714285714285715,Normal
2952,54.0,Male,3.0,6.0,3.8571428571428568,High,2.0,7.142857142857143,Normal
2953,64.0,Male,1.0,4.0,1.8571428571428572,Low,1.0,8.142857142857142,Normal
2954,10.0,Female,3.0,7.0,4.142857142857142,High,2.0,6.857142857142858,Normal
2955,7.0,Male,1.0,5.0,2.142857142857143,Low,1.0,7.857142857142858,Normal
2956,69.0,Male,2.0,2.0,2.0,Low,3.0,10.0,High
2957,59.0,Male,1.0,9.0,3.2857142857142856,High,1.0,6.714285714285714,Normal
2958,33.0,Female,1.0,10.0,3.571428571428571,High,2.0,7.428571428571429,Normal
2959,47.0,Female,4.0,8.0,5.142857142857142,High,3.0,6.857142857142858,Normal
2960,56.0,Female,4.0,9.0,5.428571428571429,High,3.0,6.571428571428571,Normal
2961,19.0,Male,2.0,8.0,3.7142857142857144,High,2.0,7.285714285714286,Normal
2962,45.0,Male,2.0,5.0,2.8571428571428568,High,1.0,7.142857142857143,Normal
2963,62.0,Female,1.0,4.0,1.8571428571428572,Low,3.0,10.142857142857142,High
2964,63.0,Male,4.0,9.0,5.428571428571429,High,3.0,6.571428571428571,Normal
2965,65.0,Female,1.0,2.0,1.2857142857142856,Low,3.0,10.714285714285715,High
2966,27.0,Male,4.0,8.0,5.142857142857142,High,2.0,5.857142857142858,Low
2967,55.0,Female,2.0,5.0,2.8571428571428568,High,2.0,8.142857142857142,Normal
2968,60.0,Male,1.0,8.0,3.0,High,3.0,9.0,Normal
2969,41.0,Male,4.0,3.0,3.7142857142857144,High,1.0,6.285714285714286,Normal
2970,27.0,Female,4.0,6.0,4.571428571428571,High,1.0,5.428571428571429,Low
2971,46.0,Female,4.0,8.0,5.142857142857142,High,2.0,5.857142857142858,Low
2972,57.0,Male,2.0,7.0,3.428571428571429,High,3.0,8.571428571428571,Normal
2973,24.0,Male,3.0,9.0,4.7142857142857135,High,3.0,7.2857142857142865,Normal
2974,49.0,Female,4.0,3.0,3.7142857142857144,High,2.0,7.285714285714286,Normal
2975,7.0,Female,1.0,8.0,3.0,High,1.0,7.0,Normal
2976,46.0,Female,2.0,9.0,4.0,High,3.0,8.0,Normal
2977,26.0,Female,2.0,3.0,2.2857142857142856,Low,3.0,9.714285714285715,High
2978,54.0,Male,2.0,9.0,4.0,High,1.0,6.0,Normal
2979,6.0,Male,4.0,3.0,3.7142857142857144,High,3.0,8.285714285714285,Normal
2980,38.0,Female,2.0,8.0,3.7142857142857144,High,2.0,7.285714285714286,Normal
2981,37.0,Male,2.0,3.0,2.2857142857142856,Low,2.0,8.714285714285715,Normal
2982,46.0,Male,3.0,5.0,3.571428571428571,High,3.0,8.428571428571429,Normal
2983,31.0,Female,1.0,3.0,1.5714285714285714,Low,1.0,8.428571428571429,Normal
2984,47.0,Male,3.0,2.0,2.7142857142857144,High,1.0,7.285714285714286,Normal
2985,42.0,Male,2.0,7.0,3.428571428571429,High,2.0,7.571428571428571,Normal
2986,67.0,Female,2.0,6.0,3.142857142857143,High,3.0,8.857142857142858,Normal
2987,23.0,Female,2.0,4.0,2.571428571428571,High,1.0,7.428571428571429,Normal
2988,26.0,Male,2.0,8.0,3.7142857142857144,High,1.0,6.285714285714286,Normal
2989,30.0,Female,1.0,2.0,1.2857142857142856,Low,1.0,8.714285714285715,Normal
2990,40.0,Male,4.0,4.0,4.0,High,3.0,8.0,Normal
2991,11.0,Female,4.0,3.0,3.7142857142857144,High,1.0,6.285714285714286,Normal
2992,33.0,Female,3.0,2.0,2.7142857142857144,High,2.0,8.285714285714285,Normal
2993,10.0,Female,2.0,7.0,3.428571428571429,High,1.0,6.571428571428571,Normal
2994,16.0,Female,4.0,6.0,4.571428571428571,High,1.0,5.428571428571429,Low
2995,6.0,Female,3.0,9.0,4.7142857142857135,High,1.0,5.2857142857142865,Low
2996,61.0,Female,2.0,8.0,3.7142857142857144,High,2.0,7.285714285714286,Normal
2997,32.0,Male,1.0,10.0,3.571428571428571,High,2.0,7.428571428571429,Normal
2998,21.0,Female,3.0,9.0,4.7142857142857135,High,2.0,6.2857142857142865,Normal
2999,26.0,Female,1.0,6.0,2.4285714285714284,Low,3.0,9.571428571428571,High
3000,9.0,Female,3.0,2.0,2.7142857142857144,High,2.0,8.285714285714285,Normal
3001,32.0,Male,1.0,6.0,2.4285714285714284,Low,1.0,7.571428571428571,Normal
3002,60.0,Female,2.0,6.0,3.142857142857143,High,1.0,6.857142857142858,Normal
3003,40.0,Male,1.0,10.0,3.571428571428571,High,2.0,7.428571428571429,Normal
3004,20.0,Female,1.0,4.0,1.8571428571428572,Low,1.0,8.142857142857142,Normal
3005,40.0,Male,2.0,3.0,2.2857142857142856,Low,3.0,9.714285714285715,High
3006,36.0,Female,1.0,3.0,1.5714285714285714,Low,2.0,9.428571428571429,Normal
3007,8.0,Female,2.0,8.0,3.7142857142857144,High,3.0,8.285714285714285,Normal
3008,49.0,Female,2.0,3.0,2.2857142857142856,Low,1.0,7.714285714285714,Normal
3009,35.0,Male,4.0,10.0,5.7142857142857135,High,3.0,6.2857142857142865,Normal
