,Age,Gender,PC+TV on weekdays,PC+TV on weekends,ScreenTime,Screen_time_exposure,Exercise
1649,52.0,Female,1.0,10.0,3.571428571428571,High,3.0
1650,23.0,Female,2.0,10.0,4.285714285714286,High,2.0
1651,6.0,Female,1.0,7.0,2.7142857142857144,High,1.0
1652,17.0,Female,1.0,7.0,2.7142857142857144,High,2.0
1653,63.0,Male,3.0,9.0,4.7142857142857135,High,1.0
1654,31.0,Male,2.0,8.0,3.7142857142857144,High,1.0
1655,15.0,Male,4.0,2.0,3.428571428571429,High,3.0
1656,56.0,Female,4.0,8.0,5.142857142857142,High,1.0
1657,17.0,Female,3.0,2.0,2.7142857142857144,High,3.0
1658,41.0,Male,2.0,5.0,2.8571428571428568,High,1.0
1659,65.0,Female,4.0,3.0,3.7142857142857144,High,2.0
1660,57.0,Female,4.0,7.0,4.857142857142858,High,1.0
1661,40.0,Female,2.0,8.0,3.7142857142857144,High,1.0
1662,23.0,Female,2.0,4.0,2.571428571428571,High,3.0
1663,56.0,Female,2.0,8.0,3.7142857142857144,High,2.0
1664,33.0,Male,3.0,7.0,4.142857142857142,High,3.0
1665,23.0,Female,3.0,9.0,4.7142857142857135,High,1.0
1666,61.0,Male,2.0,7.0,3.428571428571429,High,1.0
1667,7.0,Male,1.0,8.0,3.0,High,3.0
1668,50.0,Female,2.0,4.0,2.571428571428571,High,3.0
1669,26.0,Male,1.0,5.0,2.142857142857143,Low,2.0
1670,43.0,Male,1.0,8.0,3.0,High,3.0
1671,12.0,Female,1.0,9.0,3.2857142857142856,High,1.0
1672,39.0,Female,2.0,10.0,4.285714285714286,High,2.0
1673,67.0,Female,1.0,7.0,2.7142857142857144,High,3.0
1674,15.0,Male,4.0,8.0,5.142857142857142,High,3.0
1675,41.0,Female,1.0,10.0,3.571428571428571,High,2.0
1676,63.0,Male,1.0,7.0,2.7142857142857144,High,1.0
1677,58.0,Female,1.0,9.0,3.2857142857142856,High,2.0
1678,15.0,Male,2.0,9.0,4.0,High,3.0
1679,66.0,Male,4.0,8.0,5.142857142857142,High,3.0
1680,20.0,Female,4.0,10.0,5.7142857142857135,High,3.0
1681,55.0,Male,2.0,8.0,3.7142857142857144,High,2.0
1682,40.0,Male,1.0,4.0,1.8571428571428572,Low,2.0
1683,58.0,Female,1.0,4.0,1.8571428571428572,Low,3.0
1684,45.0,Male,1.0,4.0,1.8571428571428572,Low,1.0
1685,18.0,Male,3.0,5.0,3.571428571428571,High,3.0
1686,65.0,Male,3.0,2.0,2.7142857142857144,High,1.0
1687,46.0,Male,1.0,2.0,1.2857142857142856,Low,2.0
1688,7.0,Female,4.0,9.0,5.428571428571429,High,1.0
1689,25.0,Male,2.0,5.0,2.8571428571428568,High,3.0
1690,68.0,Female,3.0,10.0,5.0,High,2.0
1691,51.0,Male,2.0,6.0,3.142857142857143,High,1.0
1692,59.0,Male,2.0,2.0,2.0,Low,1.0
1693,13.0,Female,2.0,3.0,2.2857142857142856,Low,2.0
1694,16.0,Male,2.0,7.0,3.428571428571429,High,2.0
1695,35.0,Male,2.0,3.0,2.2857142857142856,Low,1.0
1696,50.0,Male,4.0,3.0,3.7142857142857144,High,3.0
1697,23.0,Female,2.0,6.0,3.142857142857143,High,2.0
1698,11.0,Male,3.0,7.0,4.142857142857142,High,1.0
1699,8.0,Male,2.0,6.0,3.142857142857143,High,2.0
1700,14.0,Male,2.0,8.0,3.7142857142857144,High,3.0
1701,26.0,Female,4.0,3.0,3.7142857142857144,High,3.0
1702,36.0,Male,4.0,2.0,3.428571428571429,High,2.0
1703,67.0,Female,1.0,7.0,2.7142857142857144,High,1.0
1704,42.0,Female,2.0,2.0,2.0,Low,3.0
1705,15.0,Female,2.0,7.0,3.428571428571429,High,2.0
1706,36.0,Female,4.0,2.0,3.428571428571429,High,2.0
1707,41.0,Female,1.0,5.0,2.142857142857143,Low,3.0
1708,41.0,Female,4.0,2.0,3.428571428571429,High,2.0
1709,15.0,Female,3.0,6.0,3.8571428571428568,High,3.0
1710,57.0,Female,4.0,8.0,5.142857142857142,High,1.0
1711,60.0,Female,2.0,4.0,2.571428571428571,High,3.0
1712,16.0,Male,3.0,9.0,4.7142857142857135,High,1.0
1713,46.0,Male,2.0,6.0,3.142857142857143,High,1.0
1714,33.0,Male,4.0,4.0,4.0,High,3.0
1715,56.0,Female,1.0,9.0,3.2857142857142856,High,2.0
1716,39.0,Female,1.0,9.0,3.2857142857142856,High,2.0
1717,66.0,Male,2.0,7.0,3.428571428571429,High,2.0
1718,44.0,Male,3.0,6.0,3.8571428571428568,High,2.0
1719,35.0,Female,1.0,10.0,3.571428571428571,High,3.0
1720,47.0,Male,4.0,5.0,4.285714285714286,High,2.0
1721,31.0,Male,1.0,7.0,2.7142857142857144,High,2.0
1722,14.0,Female,3.0,5.0,3.571428571428571,High,2.0
1723,66.0,Female,4.0,9.0,5.428571428571429,High,1.0
1724,51.0,Male,1.0,4.0,1.8571428571428572,Low,3.0
1725,25.0,Male,2.0,9.0,4.0,High,2.0
1726,65.0,Female,1.0,7.0,2.7142857142857144,High,2.0
1727,50.0,Female,4.0,5.0,4.285714285714286,High,3.0
1728,49.0,Male,3.0,4.0,3.2857142857142856,High,2.0
1729,7.0,Male,3.0,6.0,3.8571428571428568,High,1.0
1730,39.0,Male,1.0,5.0,2.142857142857143,Low,1.0
1731,33.0,Male,2.0,6.0,3.142857142857143,High,3.0
1732,19.0,Female,3.0,4.0,3.2857142857142856,High,2.0
1733,49.0,Female,1.0,3.0,1.5714285714285714,Low,1.0
1734,14.0,Male,2.0,5.0,2.8571428571428568,High,2.0
1735,20.0,Female,1.0,9.0,3.2857142857142856,High,2.0
1736,30.0,Male,3.0,4.0,3.2857142857142856,High,1.0
1737,40.0,Female,4.0,2.0,3.428571428571429,High,1.0
1738,46.0,Female,4.0,2.0,3.428571428571429,High,2.0
1739,68.0,Female,1.0,6.0,2.4285714285714284,Low,3.0
1740,65.0,Male,2.0,5.0,2.8571428571428568,High,1.0
1741,52.0,Female,4.0,2.0,3.428571428571429,High,3.0
1742,46.0,Male,1.0,5.0,2.142857142857143,Low,3.0
1743,14.0,Male,4.0,6.0,4.571428571428571,High,1.0
1744,28.0,Male,3.0,7.0,4.142857142857142,High,3.0
1745,62.0,Female,1.0,10.0,3.571428571428571,High,2.0
1746,60.0,Male,4.0,10.0,5.7142857142857135,High,1.0
1747,41.0,Female,2.0,5.0,2.8571428571428568,High,1.0
1748,8.0,Male,1.0,7.0,2.7142857142857144,High,1.0
1749,53.0,Male,1.0,4.0,1.8571428571428572,Low,1.0
1750,60.0,Male,4.0,6.0,4.571428571428571,High,2.0
1751,12.0,Male,3.0,9.0,4.7142857142857135,High,1.0
1752,32.0,Female,2.0,2.0,2.0,Low,3.0
1753,64.0,Male,2.0,2.0,2.0,Low,3.0
1754,51.0,Male,3.0,3.0,3.0,High,3.0
1755,12.0,Male,3.0,3.0,3.0,High,3.0
1756,27.0,Female,2.0,3.0,2.2857142857142856,Low,2.0
1757,27.0,Female,4.0,6.0,4.571428571428571,High,3.0
1758,7.0,Male,3.0,4.0,3.2857142857142856,High,1.0
1759,59.0,Female,4.0,10.0,5.7142857142857135,High,2.0
1760,49.0,Male,4.0,5.0,4.285714285714286,High,1.0
1761,48.0,Female,2.0,3.0,2.2857142857142856,Low,2.0
1762,19.0,Male,2.0,7.0,3.428571428571429,High,3.0
1763,33.0,Male,1.0,7.0,2.7142857142857144,High,3.0
1764,27.0,Female,4.0,4.0,4.0,High,3.0
1765,59.0,Female,3.0,5.0,3.571428571428571,High,1.0
1766,25.0,Female,1.0,8.0,3.0,High,2.0
1767,34.0,Male,2.0,5.0,2.8571428571428568,High,1.0
1768,59.0,Female,2.0,2.0,2.0,Low,2.0
1769,53.0,Female,1.0,3.0,1.5714285714285714,Low,1.0
1770,19.0,Female,4.0,6.0,4.571428571428571,High,2.0
1771,64.0,Female,2.0,5.0,2.8571428571428568,High,3.0
1772,10.0,Male,3.0,4.0,3.2857142857142856,High,2.0
1773,9.0,Male,3.0,3.0,3.0,High,3.0
1774,35.0,Male,1.0,8.0,3.0,High,3.0
1775,37.0,Male,4.0,8.0,5.142857142857142,High,2.0
1776,47.0,Female,1.0,10.0,3.571428571428571,High,1.0
1777,70.0,Male,4.0,9.0,5.428571428571429,High,3.0
1778,21.0,Male,1.0,5.0,2.142857142857143,Low,2.0
1779,69.0,Male,4.0,4.0,4.0,High,2.0
1780,33.0,Female,1.0,7.0,2.7142857142857144,High,1.0
1781,32.0,Female,4.0,3.0,3.7142857142857144,High,2.0
1782,35.0,Female,2.0,10.0,4.285714285714286,High,1.0
1783,25.0,Male,3.0,2.0,2.7142857142857144,High,2.0
1784,14.0,Male,2.0,4.0,2.571428571428571,High,1.0
1785,30.0,Male,1.0,8.0,3.0,High,1.0
1786,10.0,Male,2.0,3.0,2.2857142857142856,Low,2.0
1787,64.0,Male,3.0,6.0,3.8571428571428568,High,3.0
1788,15.0,Female,3.0,9.0,4.7142857142857135,High,2.0
1789,34.0,Male,3.0,6.0,3.8571428571428568,High,3.0
1790,52.0,Female,1.0,5.0,2.142857142857143,Low,2.0
1791,51.0,Male,1.0,3.0,1.5714285714285714,Low,2.0
1792,38.0,Female,4.0,8.0,5.142857142857142,High,3.0
1793,25.0,Male,2.0,9.0,4.0,High,2.0
1794,17.0,Male,4.0,5.0,4.285714285714286,High,1.0
1795,22.0,Male,1.0,4.0,1.8571428571428572,Low,3.0
1796,6.0,Female,2.0,5.0,2.8571428571428568,High,1.0
1797,18.0,Male,4.0,2.0,3.428571428571429,High,3.0
1798,46.0,Male,3.0,8.0,4.428571428571429,High,3.0
1799,9.0,Male,3.0,8.0,4.428571428571429,High,3.0
1800,55.0,Female,1.0,7.0,2.7142857142857144,High,3.0
1801,39.0,Male,1.0,2.0,1.2857142857142856,Low,1.0
1802,52.0,Male,1.0,7.0,2.7142857142857144,High,3.0
1803,44.0,Female,3.0,9.0,4.7142857142857135,High,2.0
1804,16.0,Female,1.0,5.0,2.142857142857143,Low,3.0
1805,49.0,Male,1.0,8.0,3.0,High,3.0
1806,42.0,Female,3.0,2.0,2.7142857142857144,High,2.0
1807,29.0,Male,1.0,2.0,1.2857142857142856,Low,2.0
1808,65.0,Female,3.0,5.0,3.571428571428571,High,3.0
1809,13.0,Female,1.0,5.0,2.142857142857143,Low,1.0
1810,47.0,Male,1.0,10.0,3.571428571428571,High,1.0
1811,60.0,Male,1.0,6.0,2.4285714285714284,Low,3.0
1812,56.0,Female,3.0,4.0,3.2857142857142856,High,3.0
1813,70.0,Female,4.0,10.0,5.7142857142857135,High,2.0
1814,67.0,Male,3.0,9.0,4.7142857142857135,High,1.0
1815,63.0,Male,4.0,10.0,5.7142857142857135,High,1.0
1816,19.0,Female,1.0,6.0,2.4285714285714284,Low,3.0
1817,28.0,Male,1.0,4.0,1.8571428571428572,Low,2.0
1818,23.0,Female,1.0,2.0,1.2857142857142856,Low,3.0
1819,70.0,Female,2.0,10.0,4.285714285714286,High,3.0
1820,28.0,Male,4.0,2.0,3.428571428571429,High,2.0
1821,15.0,Male,4.0,3.0,3.7142857142857144,High,1.0
1822,68.0,Male,2.0,6.0,3.142857142857143,High,1.0
1823,31.0,Male,1.0,8.0,3.0,High,2.0
1824,44.0,Male,1.0,10.0,3.571428571428571,High,3.0
1825,33.0,Female,4.0,4.0,4.0,High,3.0
1826,45.0,Male,1.0,6.0,2.4285714285714284,Low,3.0
1827,65.0,Male,1.0,5.0,2.142857142857143,Low,3.0
1828,22.0,Male,4.0,4.0,4.0,High,3.0
1829,50.0,Male,3.0,6.0,3.8571428571428568,High,1.0
1830,10.0,Female,3.0,6.0,3.8571428571428568,High,3.0
1831,60.0,Female,1.0,10.0,3.571428571428571,High,1.0
1832,48.0,Male,2.0,5.0,2.8571428571428568,High,1.0
1833,8.0,Male,4.0,3.0,3.7142857142857144,High,3.0
1834,45.0,Male,2.0,9.0,4.0,High,3.0
1835,55.0,Female,2.0,9.0,4.0,High,1.0
1836,20.0,Female,3.0,9.0,4.7142857142857135,High,2.0
1837,49.0,Female,1.0,6.0,2.4285714285714284,Low,2.0
1838,54.0,Male,2.0,4.0,2.571428571428571,High,2.0
1839,52.0,Male,3.0,6.0,3.8571428571428568,High,3.0
1840,20.0,Female,2.0,7.0,3.428571428571429,High,1.0
1841,26.0,Female,4.0,8.0,5.142857142857142,High,3.0
1842,24.0,Female,3.0,2.0,2.7142857142857144,High,1.0
1843,49.0,Female,1.0,3.0,1.5714285714285714,Low,1.0
1844,44.0,Female,2.0,4.0,2.571428571428571,High,2.0
1845,51.0,Female,4.0,9.0,5.428571428571429,High,1.0
1846,64.0,Male,4.0,3.0,3.7142857142857144,High,3.0
1847,6.0,Female,3.0,3.0,3.0,High,1.0
1848,55.0,Male,2.0,8.0,3.7142857142857144,High,2.0
1849,46.0,Female,3.0,9.0,4.7142857142857135,High,2.0
1850,19.0,Female,4.0,2.0,3.428571428571429,High,2.0
1851,12.0,Male,1.0,3.0,1.5714285714285714,Low,1.0
1852,9.0,Male,1.0,10.0,3.571428571428571,High,2.0
1853,66.0,Male,3.0,2.0,2.7142857142857144,High,3.0
1854,63.0,Male,4.0,7.0,4.857142857142858,High,2.0
1855,33.0,Male,1.0,3.0,1.5714285714285714,Low,1.0
1856,53.0,Female,1.0,7.0,2.7142857142857144,High,2.0
1857,43.0,Male,4.0,7.0,4.857142857142858,High,3.0
1858,59.0,Female,3.0,7.0,4.142857142857142,High,2.0
1859,16.0,Female,2.0,5.0,2.8571428571428568,High,1.0
1860,65.0,Male,1.0,8.0,3.0,High,3.0
1861,14.0,Male,1.0,2.0,1.2857142857142856,Low,1.0
1862,33.0,Male,2.0,6.0,3.142857142857143,High,2.0
1863,32.0,Male,1.0,10.0,3.571428571428571,High,1.0
1864,14.0,Female,3.0,10.0,5.0,High,2.0
1865,20.0,Male,4.0,4.0,4.0,High,3.0
1866,59.0,Male,4.0,8.0,5.142857142857142,High,1.0
1867,21.0,Male,2.0,4.0,2.571428571428571,High,2.0
1868,33.0,Female,4.0,7.0,4.857142857142858,High,3.0
1869,9.0,Female,2.0,4.0,2.571428571428571,High,1.0
1870,34.0,Male,1.0,8.0,3.0,High,2.0
1871,67.0,Female,3.0,8.0,4.428571428571429,High,2.0
1872,53.0,Female,3.0,8.0,4.428571428571429,High,1.0
1873,61.0,Male,2.0,4.0,2.571428571428571,High,1.0
1874,68.0,Female,2.0,10.0,4.285714285714286,High,2.0
1875,23.0,Male,2.0,6.0,3.142857142857143,High,3.0
1876,26.0,Female,2.0,5.0,2.8571428571428568,High,3.0
1877,46.0,Female,2.0,6.0,3.142857142857143,High,1.0
1878,45.0,Female,1.0,4.0,1.8571428571428572,Low,2.0
1879,38.0,Female,4.0,3.0,3.7142857142857144,High,1.0
1880,10.0,Female,4.0,10.0,5.7142857142857135,High,2.0
1881,21.0,Female,1.0,3.0,1.5714285714285714,Low,3.0
1882,40.0,Female,1.0,2.0,1.2857142857142856,Low,1.0
1883,63.0,Female,1.0,3.0,1.5714285714285714,Low,2.0
1884,59.0,Male,1.0,3.0,1.5714285714285714,Low,1.0
1885,10.0,Male,4.0,5.0,4.285714285714286,High,1.0
1886,28.0,Male,2.0,2.0,2.0,Low,2.0
1887,14.0,Male,4.0,6.0,4.571428571428571,High,3.0
1888,42.0,Female,1.0,9.0,3.2857142857142856,High,1.0
1889,58.0,Female,4.0,7.0,4.857142857142858,High,2.0
1890,54.0,Female,2.0,6.0,3.142857142857143,High,2.0
1891,6.0,Male,1.0,7.0,2.7142857142857144,High,1.0
1892,36.0,Male,2.0,9.0,4.0,High,1.0
1893,24.0,Male,2.0,2.0,2.0,Low,1.0
1894,26.0,Male,3.0,2.0,2.7142857142857144,High,1.0
1895,58.0,Male,1.0,7.0,2.7142857142857144,High,3.0
1896,8.0,Male,3.0,5.0,3.571428571428571,High,2.0
1897,27.0,Female,2.0,2.0,2.0,Low,1.0
1898,18.0,Male,3.0,6.0,3.8571428571428568,High,1.0
1899,48.0,Male,4.0,2.0,3.428571428571429,High,3.0
1900,28.0,Female,2.0,4.0,2.571428571428571,High,1.0
1901,67.0,Male,2.0,9.0,4.0,High,1.0
1902,66.0,Male,2.0,2.0,2.0,Low,1.0
1903,42.0,Female,1.0,3.0,1.5714285714285714,Low,2.0
1904,23.0,Male,1.0,4.0,1.8571428571428572,Low,2.0
1905,20.0,Female,3.0,2.0,2.7142857142857144,High,2.0
1906,28.0,Male,2.0,5.0,2.8571428571428568,High,3.0
1907,70.0,Male,1.0,8.0,3.0,High,2.0
1908,21.0,Female,1.0,8.0,3.0,High,2.0
1909,69.0,Female,1.0,3.0,1.5714285714285714,Low,2.0
1910,44.0,Male,3.0,5.0,3.571428571428571,High,2.0
1911,60.0,Male,3.0,5.0,3.571428571428571,High,1.0
1912,27.0,Male,1.0,9.0,3.2857142857142856,High,2.0
1913,51.0,Female,4.0,10.0,5.7142857142857135,High,1.0
1914,42.0,Female,4.0,6.0,4.571428571428571,High,3.0
1915,65.0,Male,1.0,4.0,1.8571428571428572,Low,1.0
1916,39.0,Male,1.0,7.0,2.7142857142857144,High,3.0
1917,37.0,Female,1.0,9.0,3.2857142857142856,High,2.0
1918,22.0,Male,2.0,4.0,2.571428571428571,High,3.0
1919,43.0,Female,2.0,5.0,2.8571428571428568,High,1.0
1920,13.0,Male,3.0,5.0,3.571428571428571,High,1.0
1921,61.0,Female,2.0,5.0,2.8571428571428568,High,3.0
1922,25.0,Male,4.0,7.0,4.857142857142858,High,1.0
1923,50.0,Male,1.0,2.0,1.2857142857142856,Low,2.0
1924,62.0,Female,2.0,9.0,4.0,High,1.0
1925,29.0,Male,4.0,4.0,4.0,High,3.0
1926,70.0,Male,2.0,6.0,3.142857142857143,High,1.0
1927,27.0,Female,4.0,3.0,3.7142857142857144,High,3.0
1928,53.0,Male,4.0,8.0,5.142857142857142,High,1.0
1929,32.0,Male,4.0,9.0,5.428571428571429,High,2.0
1930,48.0,Female,2.0,5.0,2.8571428571428568,High,1.0
1931,34.0,Female,3.0,10.0,5.0,High,2.0
1932,37.0,Female,2.0,3.0,2.2857142857142856,Low,3.0
1933,32.0,Female,4.0,8.0,5.142857142857142,High,3.0
1934,46.0,Female,1.0,8.0,3.0,High,1.0
1935,7.0,Female,2.0,4.0,2.571428571428571,High,1.0
1936,15.0,Male,4.0,5.0,4.285714285714286,High,3.0
1937,47.0,Female,2.0,8.0,3.7142857142857144,High,1.0
1938,49.0,Male,3.0,3.0,3.0,High,2.0
1939,20.0,Male,2.0,3.0,2.2857142857142856,Low,3.0
1940,16.0,Male,3.0,6.0,3.8571428571428568,High,2.0
1941,28.0,Female,2.0,8.0,3.7142857142857144,High,1.0
1942,32.0,Male,4.0,7.0,4.857142857142858,High,1.0
1943,53.0,Female,3.0,10.0,5.0,High,1.0
1944,41.0,Male,3.0,4.0,3.2857142857142856,High,1.0
1945,41.0,Male,4.0,9.0,5.428571428571429,High,1.0
1946,26.0,Female,3.0,9.0,4.7142857142857135,High,1.0
1947,37.0,Female,2.0,7.0,3.428571428571429,High,1.0
1948,61.0,Male,1.0,6.0,2.4285714285714284,Low,3.0
1949,56.0,Male,3.0,9.0,4.7142857142857135,High,3.0
1950,59.0,Female,1.0,3.0,1.5714285714285714,Low,3.0
1951,19.0,Male,4.0,7.0,4.857142857142858,High,2.0
1952,12.0,Male,4.0,6.0,4.571428571428571,High,3.0
1953,50.0,Male,1.0,10.0,3.571428571428571,High,1.0
1954,24.0,Female,2.0,10.0,4.285714285714286,High,2.0
1955,11.0,Male,3.0,7.0,4.142857142857142,High,3.0
1956,29.0,Female,3.0,9.0,4.7142857142857135,High,3.0
1957,41.0,Female,3.0,9.0,4.7142857142857135,High,1.0
1958,67.0,Female,1.0,3.0,1.5714285714285714,Low,2.0
1959,48.0,Female,1.0,9.0,3.2857142857142856,High,2.0
1960,29.0,Female,4.0,8.0,5.142857142857142,High,1.0
1961,39.0,Male,4.0,3.0,3.7142857142857144,High,3.0
1962,45.0,Male,4.0,9.0,5.428571428571429,High,3.0
1963,68.0,Female,4.0,9.0,5.428571428571429,High,1.0
1964,38.0,Male,2.0,3.0,2.2857142857142856,Low,2.0
1965,14.0,Male,3.0,2.0,2.7142857142857144,High,3.0
1966,25.0,Male,2.0,3.0,2.2857142857142856,Low,1.0
1967,50.0,Female,3.0,8.0,4.428571428571429,High,2.0
1968,28.0,Male,2.0,3.0,2.2857142857142856,Low,3.0
1969,33.0,Male,1.0,2.0,1.2857142857142856,Low,3.0
1970,68.0,Female,2.0,4.0,2.571428571428571,High,3.0
1971,8.0,Male,2.0,4.0,2.571428571428571,High,3.0
1972,8.0,Male,1.0,8.0,3.0,High,3.0
1973,13.0,Female,4.0,9.0,5.428571428571429,High,3.0
1974,47.0,Male,1.0,9.0,3.2857142857142856,High,3.0
1975,54.0,Male,2.0,9.0,4.0,High,2.0
1976,10.0,Male,3.0,6.0,3.8571428571428568,High,1.0
1977,58.0,Male,1.0,2.0,1.2857142857142856,Low,3.0
1978,8.0,Female,1.0,2.0,1.2857142857142856,Low,2.0
1979,20.0,Female,4.0,3.0,3.7142857142857144,High,3.0
1980,27.0,Female,1.0,9.0,3.2857142857142856,High,1.0
1981,8.0,Female,3.0,5.0,3.571428571428571,High,3.0
1982,54.0,Male,1.0,6.0,2.4285714285714284,Low,1.0
1983,30.0,Male,2.0,9.0,4.0,High,3.0
1984,62.0,Male,3.0,9.0,4.7142857142857135,High,2.0
1985,19.0,Female,3.0,5.0,3.571428571428571,High,2.0
1986,65.0,Male,1.0,5.0,2.142857142857143,Low,3.0
1987,15.0,Male,2.0,7.0,3.428571428571429,High,3.0
1988,32.0,Male,4.0,9.0,5.428571428571429,High,2.0
1989,31.0,Female,4.0,10.0,5.7142857142857135,High,1.0
1990,6.0,Male,1.0,2.0,1.2857142857142856,Low,1.0
1991,49.0,Female,2.0,8.0,3.7142857142857144,High,2.0
1992,33.0,Male,4.0,2.0,3.428571428571429,High,1.0
1993,12.0,Male,1.0,6.0,2.4285714285714284,Low,3.0
1994,19.0,Female,2.0,3.0,2.2857142857142856,Low,3.0
1995,18.0,Female,3.0,6.0,3.8571428571428568,High,1.0
1996,7.0,Male,3.0,5.0,3.571428571428571,High,2.0
1997,45.0,Female,1.0,7.0,2.7142857142857144,High,1.0
1998,23.0,Male,2.0,7.0,3.428571428571429,High,2.0
1999,28.0,Male,3.0,9.0,4.7142857142857135,High,2.0
2000,36.0,Male,1.0,3.0,1.5714285714285714,Low,1.0
2001,48.0,Female,3.0,4.0,3.2857142857142856,High,1.0
2002,56.0,Female,2.0,10.0,4.285714285714286,High,3.0
2003,44.0,Male,2.0,3.0,2.2857142857142856,Low,3.0
2004,20.0,Female,1.0,3.0,1.5714285714285714,Low,1.0
2005,25.0,Male,2.0,3.0,2.2857142857142856,Low,1.0
2006,69.0,Male,4.0,9.0,5.428571428571429,High,2.0
2007,33.0,Male,4.0,7.0,4.857142857142858,High,1.0
2008,69.0,Female,1.0,9.0,3.2857142857142856,High,2.0
2009,16.0,Male,1.0,2.0,1.2857142857142856,Low,1.0
2010,44.0,Female,4.0,4.0,4.0,High,1.0
2011,51.0,Male,1.0,2.0,1.2857142857142856,Low,2.0
2012,59.0,Male,4.0,8.0,5.142857142857142,High,1.0
2013,51.0,Male,3.0,9.0,4.7142857142857135,High,3.0
2014,16.0,Male,4.0,4.0,4.0,High,2.0
2015,6.0,Female,3.0,3.0,3.0,High,2.0
2016,65.0,Female,2.0,3.0,2.2857142857142856,Low,2.0
2017,28.0,Male,3.0,7.0,4.142857142857142,High,2.0
2018,20.0,Male,2.0,2.0,2.0,Low,2.0
2019,37.0,Male,2.0,5.0,2.8571428571428568,High,1.0
2020,32.0,Male,3.0,6.0,3.8571428571428568,High,3.0
2021,57.0,Female,3.0,3.0,3.0,High,1.0
2022,70.0,Female,2.0,10.0,4.285714285714286,High,1.0
2023,45.0,Female,3.0,10.0,5.0,High,2.0
2024,8.0,Male,4.0,8.0,5.142857142857142,High,1.0
2025,65.0,Female,3.0,6.0,3.8571428571428568,High,3.0
2026,18.0,Female,1.0,8.0,3.0,High,3.0
2027,55.0,Female,4.0,8.0,5.142857142857142,High,3.0
2028,48.0,Male,1.0,10.0,3.571428571428571,High,3.0
2029,21.0,Male,4.0,6.0,4.571428571428571,High,2.0
2030,69.0,Male,2.0,8.0,3.7142857142857144,High,1.0
2031,35.0,Male,2.0,2.0,2.0,Low,2.0
2032,19.0,Male,1.0,5.0,2.142857142857143,Low,1.0
2033,54.0,Male,2.0,2.0,2.0,Low,2.0
2034,18.0,Male,1.0,6.0,2.4285714285714284,Low,1.0
2035,38.0,Male,4.0,6.0,4.571428571428571,High,3.0
2036,23.0,Male,4.0,4.0,4.0,High,2.0
2037,47.0,Male,1.0,8.0,3.0,High,2.0
2038,10.0,Female,3.0,10.0,5.0,High,2.0
2039,14.0,Male,1.0,10.0,3.571428571428571,High,1.0
2040,43.0,Male,4.0,8.0,5.142857142857142,High,1.0
2041,68.0,Male,3.0,9.0,4.7142857142857135,High,1.0
2042,47.0,Female,1.0,2.0,1.2857142857142856,Low,1.0
2043,54.0,Female,3.0,2.0,2.7142857142857144,High,1.0
2044,45.0,Male,3.0,7.0,4.142857142857142,High,2.0
2045,64.0,Male,3.0,4.0,3.2857142857142856,High,3.0
2046,23.0,Male,1.0,7.0,2.7142857142857144,High,3.0
2047,51.0,Female,1.0,7.0,2.7142857142857144,High,1.0
2048,27.0,Female,2.0,5.0,2.8571428571428568,High,1.0
2049,30.0,Male,2.0,6.0,3.142857142857143,High,3.0
2050,61.0,Female,4.0,6.0,4.571428571428571,High,3.0
2051,16.0,Female,4.0,4.0,4.0,High,2.0
2052,65.0,Male,1.0,3.0,1.5714285714285714,Low,3.0
2053,12.0,Male,4.0,9.0,5.428571428571429,High,3.0
2054,13.0,Male,1.0,3.0,1.5714285714285714,Low,1.0
2055,66.0,Female,1.0,5.0,2.142857142857143,Low,3.0
2056,14.0,Female,4.0,6.0,4.571428571428571,High,1.0
2057,54.0,Male,3.0,3.0,3.0,High,2.0
2058,12.0,Male,4.0,3.0,3.7142857142857144,High,3.0
2059,49.0,Female,4.0,2.0,3.428571428571429,High,1.0
2060,56.0,Male,2.0,5.0,2.8571428571428568,High,1.0
2061,24.0,Male,4.0,2.0,3.428571428571429,High,3.0
2062,10.0,Male,1.0,6.0,2.4285714285714284,Low,3.0
2063,50.0,Male,3.0,7.0,4.142857142857142,High,1.0
2064,26.0,Male,2.0,2.0,2.0,Low,2.0
2065,36.0,Male,3.0,3.0,3.0,High,1.0
2066,34.0,Male,3.0,5.0,3.571428571428571,High,2.0
2067,6.0,Male,3.0,2.0,2.7142857142857144,High,3.0
2068,37.0,Male,2.0,10.0,4.285714285714286,High,3.0
2069,67.0,Male,3.0,2.0,2.7142857142857144,High,1.0
2070,9.0,Male,1.0,4.0,1.8571428571428572,Low,3.0
2071,55.0,Female,2.0,5.0,2.8571428571428568,High,2.0
2072,68.0,Female,3.0,8.0,4.428571428571429,High,1.0
2073,13.0,Male,1.0,5.0,2.142857142857143,Low,1.0
2074,30.0,Male,1.0,10.0,3.571428571428571,High,3.0
2075,6.0,Female,2.0,4.0,2.571428571428571,High,2.0
2076,22.0,Male,2.0,4.0,2.571428571428571,High,2.0
2077,24.0,Female,4.0,5.0,4.285714285714286,High,1.0
2078,64.0,Male,3.0,9.0,4.7142857142857135,High,1.0
2079,20.0,Female,1.0,5.0,2.142857142857143,Low,1.0
2080,52.0,Female,1.0,7.0,2.7142857142857144,High,1.0
2081,43.0,Female,4.0,5.0,4.285714285714286,High,1.0
2082,59.0,Female,2.0,5.0,2.8571428571428568,High,1.0
